godina,datum,lokalitet,vrsta_lat,vrsta_hr,brojnost,metoda,opazac,temperatura_C,vlaznost_pct
2021,2021-06-24,Risnjak,Turdus merula,Kos,36,točkasta_metoda,I.H.,17.2,65
2021,2021-06-24,Risnjak,Parus major,Velika sjenica,35,točkasta_metoda,I.H.,19.7,57
2021,2021-06-24,Risnjak,Buteo buteo,Škanjac,9,točkasta_metoda,D.T.,19.9,67
2021,2021-06-24,Risnjak,Fringilla coelebs,Zeba,47,točkasta_metoda,A.P.,11.5,55
2021,2021-06-24,Risnjak,Dendrocopos major,Veliki djetlić,19,točkasta_metoda,D.T.,19.4,70
2021,2021-06-24,Risnjak,Phoenicurus ochruros,Crvenrepka,20,IPA,A.P.,16.8,84
2021,2021-06-24,Risnjak,Picus viridis,Zelena žuna,1,IPA,D.T.,25.3,52
2021,2021-06-24,Risnjak,Sitta europaea,Brgljez,19,točkasta_metoda,S.B.,20.8,56
2021,2021-06-24,Risnjak,Tetrao urogallus,Tetrijeb,1,IPA,A.P.,14.1,63
2021,2021-06-24,Risnjak,Erithacus rubecula,Crvendać,38,transekt,I.H.,19.4,63
2021,2021-06-27,Velebit,Tetrao urogallus,Tetrijeb,7,IPA,A.P.,21.8,64
2021,2021-06-27,Velebit,Cyanistes caeruleus,Plavetna sjenica,23,transekt,D.T.,17.8,63
2021,2021-06-27,Velebit,Parus major,Velika sjenica,52,transekt,A.P.,19.9,66
2021,2021-06-27,Velebit,Fringilla coelebs,Zeba,36,IPA,S.B.,19,65
2021,2021-06-27,Velebit,Erithacus rubecula,Crvendać,29,točkasta_metoda,I.H.,23.8,83
2021,2021-06-27,Velebit,Dendrocopos major,Veliki djetlić,24,točkasta_metoda,D.T.,21,77
2021,2021-06-27,Velebit,Picus viridis,Zelena žuna,5,točkasta_metoda,S.B.,21.9,84
2021,2021-06-27,Velebit,Aquila chrysaetos,Suri orao,2,točkasta_metoda,M.K.,26,69
2021,2021-07-18,Risnjak,Sitta europaea,Brgljez,14,točkasta_metoda,D.T.,25.1,61
2021,2021-07-18,Risnjak,Accipiter gentilis,Jastreb kokošar,4,IPA,D.T.,22.5,56
2021,2021-07-18,Risnjak,Aquila chrysaetos,Suri orao,2,IPA,D.T.,17.8,77
2021,2021-07-18,Risnjak,Turdus merula,Kos,20,točkasta_metoda,I.H.,16.6,64
2021,2021-07-18,Risnjak,Cyanistes caeruleus,Plavetna sjenica,24,IPA,D.T.,18.8,70
2021,2021-07-18,Risnjak,Parus major,Velika sjenica,35,IPA,I.H.,25.3,74
2021,2021-07-18,Risnjak,Buteo buteo,Škanjac,4,IPA,D.T.,17.6,55
2021,2021-07-22,Plitvice,Cyanistes caeruleus,Plavetna sjenica,18,IPA,S.B.,20.5,70
2021,2021-07-22,Plitvice,Fringilla coelebs,Zeba,28,IPA,I.H.,18.2,68
2021,2021-07-22,Plitvice,Dendrocopos major,Veliki djetlić,8,točkasta_metoda,M.K.,18.3,73
2021,2021-07-22,Plitvice,Sitta europaea,Brgljez,12,točkasta_metoda,D.T.,20.7,80
2021,2021-07-22,Plitvice,Picus viridis,Zelena žuna,5,IPA,A.P.,21.9,66
2021,2021-07-26,Plitvice,Cyanistes caeruleus,Plavetna sjenica,16,točkasta_metoda,S.B.,20.3,61
2021,2021-07-26,Plitvice,Corvus corax,Gavran,6,transekt,A.P.,22,52
2021,2021-07-26,Plitvice,Tetrao urogallus,Tetrijeb,2,točkasta_metoda,S.B.,14.4,57
2021,2021-07-26,Plitvice,Anas platyrhynchos,Divlja patka,30,točkasta_metoda,M.K.,20.2,70
2021,2021-07-26,Plitvice,Dendrocopos major,Veliki djetlić,16,točkasta_metoda,A.P.,18.2,74
2021,2021-07-28,Velebit,Fringilla coelebs,Zeba,26,IPA,A.P.,18.2,83
2021,2021-07-28,Velebit,Corvus corax,Gavran,9,IPA,I.H.,20.7,71
2021,2021-07-28,Velebit,Cyanistes caeruleus,Plavetna sjenica,18,točkasta_metoda,M.K.,22.4,63
2021,2021-07-28,Velebit,Parus major,Velika sjenica,28,IPA,M.K.,20.5,71
2021,2021-07-28,Velebit,Dendrocopos major,Veliki djetlić,11,točkasta_metoda,A.P.,19.5,51
2021,2021-07-28,Velebit,Turdus merula,Kos,18,transekt,I.H.,17.7,57
2021,2021-07-28,Velebit,Aquila chrysaetos,Suri orao,1,točkasta_metoda,A.P.,19.7,53
2021,2021-07-28,Velebit,Dryocopus martius,Crna žuna,9,transekt,M.K.,20.5,58
2022,2022-03-02,Plitvice,Cyanistes caeruleus,Plavetna sjenica,17,točkasta_metoda,A.P.,16.4,57
2022,2022-03-02,Plitvice,Sitta europaea,Brgljez,10,točkasta_metoda,I.H.,12.5,72
2022,2022-03-02,Plitvice,Strix Uralskaensis,Uralska sova,1,transekt,M.K.,13.3,73
2022,2022-03-02,Plitvice,Parus major,Velika sjenica,26,transekt,M.K.,9.6,73
2022,2022-03-02,Plitvice,Phoenicurus ochruros,Crvenrepka,12,transekt,S.B.,15.6,67
2022,2022-03-02,Plitvice,Fringilla coelebs,Zeba,31,transekt,I.H.,10.3,63
2022,2022-03-02,Plitvice,Tetrao urogallus,Tetrijeb,3,transekt,D.T.,10.2,79
2022,2022-03-03,Risnjak,Fringilla coelebs,Zeba,31,transekt,M.K.,17.2,82
2022,2022-03-03,Risnjak,Erithacus rubecula,Crvendać,14,točkasta_metoda,A.P.,14.9,81
2022,2022-03-03,Risnjak,Corvus corax,Gavran,8,transekt,I.H.,14.9,55
2022,2022-03-03,Risnjak,Dryocopus martius,Crna žuna,3,točkasta_metoda,A.P.,23.3,77
2022,2022-03-03,Risnjak,Dendrocopos major,Veliki djetlić,17,točkasta_metoda,D.T.,11.5,70
2022,2022-03-03,Risnjak,Phoenicurus ochruros,Crvenrepka,5,točkasta_metoda,A.P.,12.8,53
2022,2022-03-03,Risnjak,Strix Uralskaensis,Uralska sova,3,IPA,D.T.,17.6,81
2022,2022-03-12,Plitvice,Buteo buteo,Škanjac,9,transekt,M.K.,14.8,78
2022,2022-03-12,Plitvice,Corvus corax,Gavran,6,transekt,I.H.,15.9,53
2022,2022-03-12,Plitvice,Turdus merula,Kos,28,točkasta_metoda,A.P.,16,79
2022,2022-03-12,Plitvice,Cyanistes caeruleus,Plavetna sjenica,14,transekt,D.T.,20.5,69
2022,2022-03-12,Plitvice,Sitta europaea,Brgljez,21,IPA,M.K.,17.5,83
2022,2022-03-12,Plitvice,Phoenicurus ochruros,Crvenrepka,6,IPA,S.B.,9.7,52
2022,2022-03-12,Plitvice,Aquila chrysaetos,Suri orao,1,IPA,M.K.,19.5,62
2022,2022-03-20,Risnjak,Picus viridis,Zelena žuna,11,transekt,D.T.,8.6,78
2022,2022-03-20,Risnjak,Erithacus rubecula,Crvendać,16,transekt,A.P.,,83
2022,2022-03-20,Risnjak,Accipiter gentilis,Jastreb kokošar,2,točkasta_metoda,A.P.,11.3,54
2022,2022-03-20,Risnjak,Turdus merula,Kos,29,točkasta_metoda,A.P.,14.6,75
2022,2022-03-20,Risnjak,Cyanistes caeruleus,Plavetna sjenica,15,točkasta_metoda,D.T.,7.5,67
2022,2022-03-20,Risnjak,Buteo buteo,Škanjac,12,transekt,A.P.,10.3,82
2022,2022-03-20,Risnjak,Dendrocopos major,Veliki djetlić,14,IPA,M.K.,18.1,66
2022,2022-03-20,Risnjak,Phoenicurus ochruros,Crvenrepka,14,točkasta_metoda,M.K.,13.1,59
2022,2022-03-20,Risnjak,Tetrao urogallus,Tetrijeb,2,točkasta_metoda,A.P.,10.1,60
2022,2022-03-20,Risnjak,Parus major,Velika sjenica,30,IPA,M.K.,18.3,81
2022,2022-03-21,Plitvice,Erithacus rubecula,Crvendać,14,IPA,M.K.,15.8,64
2022,2022-03-21,Plitvice,Turdus merula,Kos,18,točkasta_metoda,S.B.,14.9,56
2022,2022-03-21,Plitvice,Parus major,Velika sjenica,25,transekt,I.H.,14.6,75
2022,2022-03-21,Plitvice,Accipiter gentilis,Jastreb kokošar,4,transekt,I.H.,24.2,78
2022,2022-03-21,Plitvice,Strix Uralskaensis,Uralska sova,5,IPA,D.T.,17.2,68
2022,2022-03-21,Plitvice,Tetrao urogallus,Tetrijeb,2,točkasta_metoda,A.P.,16.6,55
2022,2022-03-21,Plitvice,Anas platyrhynchos,Divlja patka,33,transekt,A.P.,8,56
2022,2022-03-21,Plitvice,Fringilla coelebs,Zeba,31,transekt,S.B.,15.2,74
2022,2022-03-21,Plitvice,Corvus corax,Gavran,3,IPA,S.B.,16,54
2022,2022-03-24,Risnjak,Phoenicurus ochruros,Crvenrepka,11,točkasta_metoda,D.T.,12.2,63
2022,2022-03-24,Risnjak,Parus major,Velika sjenica,26,transekt,S.B.,16.5,78
2022,2022-03-24,Risnjak,Erithacus rubecula,Crvendać,17,IPA,S.B.,11.3,73
2022,2022-03-24,Risnjak,Dryocopus martius,Crna žuna,5,IPA,S.B.,18.5,83
2022,2022-03-24,Risnjak,Strix Uralskaensis,Uralska sova,2,IPA,D.T.,14,75
2022,2022-03-24,Risnjak,Dendrocopos major,Veliki djetlić,11,točkasta_metoda,A.P.,10,60
2022,2022-03-24,Risnjak,Buteo buteo,Škanjac,4,točkasta_metoda,D.T.,13.5,53
2022,2022-03-24,Risnjak,Accipiter gentilis,Jastreb kokošar,5,IPA,A.P.,16.5,50
2022,2022-03-25,Velebit,Tetrao urogallus,Tetrijeb,1,IPA,I.H.,15.8,80
2022,2022-03-25,Velebit,Dendrocopos major,Veliki djetlić,21,IPA,S.B.,13.3,72
2022,2022-03-25,Velebit,Aquila chrysaetos,Suri orao,1,IPA,M.K.,14.4,57
2022,2022-03-25,Velebit,Strix Uralskaensis,Uralska sova,4,IPA,A.P.,17.8,54
2022,2022-03-25,Velebit,Parus major,Velika sjenica,32,točkasta_metoda,I.H.,15.1,54
2022,2022-03-25,Velebit,Corvus corax,Gavran,9,transekt,M.K.,17.1,60
2022,2022-03-25,Velebit,Dryocopus martius,Crna žuna,3,transekt,I.H.,6.4,60
2022,2022-03-25,Velebit,Cyanistes caeruleus,Plavetna sjenica,21,točkasta_metoda,I.H.,15.7,53
2022,2022-03-28,Plitvice,Turdus merula,Kos,29,IPA,A.P.,17.3,56
2022,2022-03-28,Plitvice,Phoenicurus ochruros,Crvenrepka,8,IPA,S.B.,10.8,82
2022,2022-03-28,Plitvice,Cyanistes caeruleus,Plavetna sjenica,21,transekt,D.T.,8.8,76
2022,2022-03-28,Plitvice,Fringilla coelebs,Zeba,39,IPA,I.H.,12.9,56
2022,2022-03-28,Plitvice,Accipiter gentilis,Jastreb kokošar,7,točkasta_metoda,D.T.,13.5,61
2022,2022-03-28,Plitvice,Dendrocopos major,Veliki djetlić,11,transekt,D.T.,14.8,51
2022,2022-03-28,Plitvice,Picus viridis,Zelena žuna,8,transekt,S.B.,12.7,71
2022,2022-03-28,Plitvice,Corvus corax,Gavran,1,točkasta_metoda,A.P.,11.4,78
2022,2022-04-01,Velebit,Turdus merula,Kos,26,transekt,M.K.,18.1,56
2022,2022-04-01,Velebit,Picus viridis,Zelena žuna,8,IPA,M.K.,13.8,61
2022,2022-04-01,Velebit,Aquila chrysaetos,Suri orao,2,transekt,I.H.,10.7,76
2022,2022-04-01,Velebit,Dendrocopos major,Veliki djetlić,17,IPA,M.K.,17.6,75
2022,2022-04-01,Velebit,Fringilla coelebs,Zeba,33,IPA,A.P.,12.8,59
2022,2022-04-01,Velebit,Erithacus rubecula,Crvendać,13,točkasta_metoda,D.T.,9.3,55
2022,2022-04-01,Velebit,Sitta europaea,Brgljez,15,transekt,A.P.,11.8,51
2022,2022-04-01,Velebit,Accipiter gentilis,Jastreb kokošar,5,točkasta_metoda,M.K.,20.3,69
2022,2022-04-04,Velebit,Parus major,Velika sjenica,27,IPA,D.T.,16.9,78
2022,2022-04-04,Velebit,Strix Uralskaensis,Uralska sova,2,transekt,S.B.,12.9,64
2022,2022-04-04,Velebit,Fringilla coelebs,Zeba,37,točkasta_metoda,M.K.,21.4,71
2022,2022-04-04,Velebit,Cyanistes caeruleus,Plavetna sjenica,22,transekt,D.T.,10.9,64
2022,2022-04-04,Velebit,Turdus merula,Kos,22,IPA,A.P.,14.8,59
2022,2022-04-04,Velebit,Phoenicurus ochruros,Crvenrepka,5,transekt,I.H.,17.2,58
2022,2022-04-04,Velebit,Erithacus rubecula,Crvendać,17,točkasta_metoda,S.B.,16.9,81
2022,2022-04-06,Velebit,Phoenicurus ochruros,Crvenrepka,13,IPA,A.P.,18.6,65
2022,2022-04-06,Velebit,Sitta europaea,Brgljez,11,transekt,S.B.,17,83
2022,2022-04-06,Velebit,Turdus merula,Kos,34,točkasta_metoda,M.K.,19.6,51
2022,2022-04-06,Velebit,Fringilla coelebs,Zeba,34,IPA,I.H.,16,80
2022,2022-04-06,Velebit,Aquila chrysaetos,Suri orao,1,točkasta_metoda,A.P.,11.1,78
2022,2022-04-06,Velebit,Cyanistes caeruleus,Plavetna sjenica,23,IPA,I.H.,13.9,71
2022,2022-04-09,Velebit,Turdus merula,Kos,20,transekt,A.P.,17.3,63
2022,2022-04-09,Velebit,Fringilla coelebs,Zeba,30,transekt,I.H.,11.7,57
2022,2022-04-09,Velebit,Cyanistes caeruleus,Plavetna sjenica,15,točkasta_metoda,I.H.,10.1,51
2022,2022-04-09,Velebit,Tetrao urogallus,Tetrijeb,2,transekt,D.T.,11.6,59
2022,2022-04-09,Velebit,Sitta europaea,Brgljez,10,IPA,D.T.,13.4,75
2022,2022-04-09,Velebit,Buteo buteo,Škanjac,2,točkasta_metoda,D.T.,14.7,56
2022,2022-04-09,Velebit,Erithacus rubecula,Crvendać,18,točkasta_metoda,S.B.,10.8,53
2022,2022-04-09,Velebit,Strix Uralskaensis,Uralska sova,3,transekt,D.T.,18.4,73
2022,2022-04-14,Risnjak,Dendrocopos major,Veliki djetlić,12,IPA,M.K.,16.3,70
2022,2022-04-14,Risnjak,Picus viridis,Zelena žuna,3,točkasta_metoda,I.H.,19.7,70
2022,2022-04-14,Risnjak,Dryocopus martius,Crna žuna,5,IPA,D.T.,15.4,60
2022,2022-04-14,Risnjak,Strix Uralskaensis,Uralska sova,8,točkasta_metoda,S.B.,17,56
2022,2022-04-14,Risnjak,Sitta europaea,Brgljez,17,IPA,D.T.,18.7,76
2022,2022-04-14,Risnjak,Fringilla coelebs,Zeba,22,transekt,A.P.,17.9,61
2022,2022-04-14,Risnjak,Cyanistes caeruleus,Plavetna sjenica,27,IPA,I.H.,5.3,79
2022,2022-04-15,Plitvice,Fringilla coelebs,Zeba,33,IPA,D.T.,18.6,74
2022,2022-04-15,Plitvice,Phoenicurus ochruros,Crvenrepka,11,IPA,M.K.,12,83
2022,2022-04-15,Plitvice,Sitta europaea,Brgljez,16,transekt,I.H.,13.3,77
2022,2022-04-15,Plitvice,Erithacus rubecula,Crvendać,21,transekt,I.H.,15.9,61
2022,2022-04-15,Plitvice,Buteo buteo,Škanjac,9,transekt,I.H.,18.2,62
2022,2022-04-15,Plitvice,Turdus merula,Kos,11,točkasta_metoda,S.B.,19.8,69
2022,2022-04-15,Plitvice,Corvus corax,Gavran,5,IPA,S.B.,13.7,83
2022,2022-04-19,Plitvice,Tetrao urogallus,Tetrijeb,4,IPA,D.T.,15.7,55
2022,2022-04-19,Plitvice,Anas platyrhynchos,Divlja patka,19,IPA,S.B.,14.2,71
2022,2022-04-19,Plitvice,Cyanistes caeruleus,Plavetna sjenica,17,IPA,M.K.,16.7,61
2022,2022-04-19,Plitvice,Alcedo atthis,Vodomar,5,transekt,A.P.,17.4,54
2022,2022-04-19,Plitvice,Turdus merula,Kos,21,IPA,M.K.,13.4,76
2022,2022-04-19,Plitvice,Aquila chrysaetos,Suri orao,1,IPA,A.P.,15.7,71
2022,2022-04-19,Plitvice,Fringilla coelebs,Zeba,24,IPA,I.H.,16.4,75
2022,2022-04-19,Plitvice,Strix Uralskaensis,Uralska sova,4,IPA,D.T.,16.1,75
2022,2022-04-19,Plitvice,Accipiter gentilis,Jastreb kokošar,2,transekt,M.K.,21.4,62
2022,2022-04-19,Velebit,Tetrao urogallus,Tetrijeb,1,transekt,D.T.,18.6,60
2022,2022-04-19,Velebit,Aquila chrysaetos,Suri orao,2,transekt,A.P.,17.9,74
2022,2022-04-19,Velebit,Sitta europaea,Brgljez,18,točkasta_metoda,A.P.,19.3,58
2022,2022-04-19,Velebit,Turdus merula,Kos,20,transekt,A.P.,13.6,75
2022,2022-04-19,Velebit,Picus viridis,Zelena žuna,3,točkasta_metoda,M.K.,13.4,66
2022,2022-04-19,Velebit,Cyanistes caeruleus,Plavetna sjenica,16,IPA,I.H.,18.5,53
2022,2022-04-19,Velebit,Fringilla coelebs,Zeba,33,IPA,S.B.,11.2,52
2022,2022-04-19,Velebit,Dendrocopos major,Veliki djetlić,13,IPA,I.H.,10.3,55
2022,2022-04-19,Velebit,Dryocopus martius,Crna žuna,3,IPA,M.K.,12.3,59
2022,2022-04-19,Velebit,Parus major,Velika sjenica,36,točkasta_metoda,M.K.,17.3,61
2022,2022-04-21,Plitvice,Fringilla coelebs,Zeba,45,transekt,D.T.,17.8,51
2022,2022-04-21,Plitvice,Anas platyrhynchos,Divlja patka,33,IPA,I.H.,15.3,58
2022,2022-04-21,Plitvice,Turdus merula,Kos,23,IPA,M.K.,,51
2022,2022-04-21,Plitvice,Sitta europaea,Brgljez,10,transekt,M.K.,13.4,54
2022,2022-04-21,Plitvice,Aquila chrysaetos,Suri orao,1,transekt,D.T.,11.6,68
2022,2022-04-21,Plitvice,Buteo buteo,Škanjac,12,IPA,S.B.,14.9,53
2022,2022-04-22,Velebit,Dendrocopos major,Veliki djetlić,6,točkasta_metoda,M.K.,14.9,64
2022,2022-04-22,Velebit,Cyanistes caeruleus,Plavetna sjenica,14,točkasta_metoda,S.B.,16.9,59
2022,2022-04-22,Velebit,Aquila chrysaetos,Suri orao,5,točkasta_metoda,A.P.,13.9,55
2022,2022-04-22,Velebit,Turdus merula,Kos,30,transekt,I.H.,19.5,73
2022,2022-04-22,Velebit,Sitta europaea,Brgljez,13,točkasta_metoda,S.B.,21.3,53
2022,2022-04-22,Velebit,Fringilla coelebs,Zeba,22,točkasta_metoda,M.K.,15.9,75
2022,2022-05-02,Velebit,Cyanistes caeruleus,Plavetna sjenica,36,transekt,D.T.,16.7,64
2022,2022-05-02,Velebit,Strix Uralskaensis,Uralska sova,5,točkasta_metoda,S.B.,16.5,53
2022,2022-05-02,Velebit,Sitta europaea,Brgljez,20,transekt,I.H.,14.4,59
2022,2022-05-02,Velebit,Phoenicurus ochruros,Crvenrepka,10,transekt,M.K.,12.7,75
2022,2022-05-02,Velebit,Tetrao urogallus,Tetrijeb,3,transekt,D.T.,19.8,52
2022,2022-05-02,Velebit,Turdus merula,Kos,35,točkasta_metoda,D.T.,18,58
2022,2022-05-02,Velebit,Corvus corax,Gavran,16,točkasta_metoda,A.P.,18.2,73
2022,2022-05-02,Velebit,Erithacus rubecula,Crvendać,21,IPA,S.B.,17.9,82
2022,2022-05-03,Plitvice,Dendrocopos major,Veliki djetlić,16,točkasta_metoda,M.K.,20.9,67
2022,2022-05-03,Plitvice,Cyanistes caeruleus,Plavetna sjenica,22,IPA,I.H.,18.7,61
2022,2022-05-03,Plitvice,Anas platyrhynchos,Divlja patka,47,točkasta_metoda,D.T.,17.4,65
2022,2022-05-03,Plitvice,Sitta europaea,Brgljez,20,IPA,I.H.,11.8,55
2022,2022-05-03,Plitvice,Erithacus rubecula,Crvendać,19,IPA,S.B.,13.1,84
2022,2022-05-03,Plitvice,Phoenicurus ochruros,Crvenrepka,8,točkasta_metoda,D.T.,20.6,63
2022,2022-05-03,Plitvice,Corvus corax,Gavran,4,točkasta_metoda,I.H.,24.4,73
2022,2022-05-03,Plitvice,Turdus merula,Kos,35,IPA,M.K.,23.1,52
2022,2022-05-03,Plitvice,Parus major,Velika sjenica,28,transekt,A.P.,20.5,54
2022,2022-05-03,Plitvice,Buteo buteo,Škanjac,13,IPA,I.H.,17.9,64
2022,2022-05-06,Plitvice,Parus major,Velika sjenica,39,transekt,I.H.,13.2,59
2022,2022-05-06,Plitvice,Cyanistes caeruleus,Plavetna sjenica,33,transekt,I.H.,18.7,85
2022,2022-05-06,Plitvice,Dryocopus martius,Crna žuna,8,točkasta_metoda,D.T.,15.2,54
2022,2022-05-06,Plitvice,Turdus merula,Kos,33,transekt,I.H.,18.6,75
2022,2022-05-06,Plitvice,Fringilla coelebs,Zeba,43,IPA,D.T.,15.7,79
2022,2022-05-06,Plitvice,Sitta europaea,Brgljez,25,točkasta_metoda,M.K.,19,62
2022,2022-05-06,Plitvice,Corvus corax,Gavran,10,IPA,A.P.,14.5,72
2022,2022-05-06,Plitvice,Phoenicurus ochruros,Crvenrepka,7,transekt,S.B.,16.5,52
2022,2022-05-06,Plitvice,Tetrao urogallus,Tetrijeb,5,transekt,S.B.,16.4,55
2022,2022-05-09,Plitvice,Sitta europaea,Brgljez,22,transekt,S.B.,19.7,82
2022,2022-05-09,Plitvice,Erithacus rubecula,Crvendać,22,točkasta_metoda,I.H.,17.8,76
2022,2022-05-09,Plitvice,Aquila chrysaetos,Suri orao,3,točkasta_metoda,A.P.,18.1,74
2022,2022-05-09,Plitvice,Parus major,Velika sjenica,36,transekt,S.B.,19.5,66
2022,2022-05-09,Plitvice,Buteo buteo,Škanjac,14,transekt,A.P.,19.5,60
2022,2022-05-09,Plitvice,Cyanistes caeruleus,Plavetna sjenica,26,točkasta_metoda,S.B.,14.9,66
2022,2022-05-09,Plitvice,Anas platyrhynchos,Divlja patka,56,IPA,S.B.,15.5,75
2022,2022-05-09,Plitvice,Alcedo atthis,Vodomar,7,točkasta_metoda,A.P.,16.9,72
2022,2022-05-11,Plitvice,Tetrao urogallus,Tetrijeb,5,transekt,S.B.,21.1,78
2022,2022-05-11,Plitvice,Phoenicurus ochruros,Crvenrepka,7,transekt,I.H.,16.3,84
2022,2022-05-11,Plitvice,Fringilla coelebs,Zeba,48,transekt,M.K.,20.3,75
2022,2022-05-11,Plitvice,Sitta europaea,Brgljez,18,točkasta_metoda,I.H.,20.4,64
2022,2022-05-11,Plitvice,Erithacus rubecula,Crvendać,21,transekt,D.T.,19.4,67
2022,2022-05-11,Plitvice,Anas platyrhynchos,Divlja patka,46,transekt,M.K.,17.5,62
2022,2022-05-11,Plitvice,Picus viridis,Zelena žuna,15,transekt,D.T.,16.5,57
2022,2022-05-11,Plitvice,Cyanistes caeruleus,Plavetna sjenica,23,transekt,M.K.,18.7,76
2022,2022-05-11,Plitvice,Dendrocopos major,Veliki djetlić,23,transekt,I.H.,17.9,71
2022,2022-05-11,Plitvice,Turdus merula,Kos,44,IPA,D.T.,16.7,70
2022,2022-05-11,Plitvice,Strix Uralskaensis,Uralska sova,5,točkasta_metoda,I.H.,13.5,57
2022,2022-05-11,Plitvice,Parus major,Velika sjenica,44,transekt,S.B.,17.5,61
2022,2022-05-14,Risnjak,Parus major,Velika sjenica,35,IPA,A.P.,21.6,76
2022,2022-05-14,Risnjak,Cyanistes caeruleus,Plavetna sjenica,28,IPA,S.B.,16.6,61
2022,2022-05-14,Risnjak,Tetrao urogallus,Tetrijeb,1,IPA,D.T.,17.2,55
2022,2022-05-14,Risnjak,Picus viridis,Zelena žuna,10,točkasta_metoda,I.H.,21.8,84
2022,2022-05-14,Risnjak,Accipiter gentilis,Jastreb kokošar,6,transekt,A.P.,20,82
2022,2022-05-14,Risnjak,Turdus merula,Kos,28,IPA,S.B.,17.6,72
2022,2022-05-14,Risnjak,Buteo buteo,Škanjac,19,IPA,S.B.,13.5,71
2022,2022-05-14,Risnjak,Strix Uralskaensis,Uralska sova,4,točkasta_metoda,A.P.,11,61
2022,2022-05-18,Risnjak,Turdus merula,Kos,39,IPA,S.B.,16.9,57
2022,2022-05-18,Risnjak,Tetrao urogallus,Tetrijeb,4,transekt,A.P.,20.9,77
2022,2022-05-18,Risnjak,Fringilla coelebs,Zeba,39,točkasta_metoda,I.H.,19.6,83
2022,2022-05-18,Risnjak,Accipiter gentilis,Jastreb kokošar,7,točkasta_metoda,I.H.,17.3,67
2022,2022-05-18,Risnjak,Picus viridis,Zelena žuna,13,IPA,M.K.,,57
2022,2022-05-18,Risnjak,Sitta europaea,Brgljez,20,točkasta_metoda,A.P.,16.2,58
2022,2022-05-18,Risnjak,Parus major,Velika sjenica,43,transekt,S.B.,15.4,56
2022,2022-05-18,Risnjak,Strix Uralskaensis,Uralska sova,6,točkasta_metoda,D.T.,14.6,57
2022,2022-05-18,Risnjak,Cyanistes caeruleus,Plavetna sjenica,29,točkasta_metoda,D.T.,17.2,73
2022,2022-05-18,Risnjak,Corvus corax,Gavran,8,transekt,A.P.,16.1,77
2022,2022-05-18,Risnjak,Aquila chrysaetos,Suri orao,1,IPA,I.H.,16.5,70
2022,2022-05-20,Velebit,Cyanistes caeruleus,Plavetna sjenica,28,točkasta_metoda,D.T.,13.6,82
2022,2022-05-20,Velebit,Aquila chrysaetos,Suri orao,2,transekt,D.T.,21.4,82
2022,2022-05-20,Velebit,Erithacus rubecula,Crvendać,15,točkasta_metoda,D.T.,14.1,58
2022,2022-05-20,Velebit,Strix Uralskaensis,Uralska sova,4,točkasta_metoda,M.K.,13,78
2022,2022-05-20,Velebit,Dendrocopos major,Veliki djetlić,20,IPA,I.H.,14.3,53
2022,2022-05-20,Velebit,Buteo buteo,Škanjac,8,IPA,I.H.,20.9,84
2022,2022-05-20,Velebit,Turdus merula,Kos,34,IPA,A.P.,16.3,70
2022,2022-05-20,Velebit,Sitta europaea,Brgljez,22,točkasta_metoda,S.B.,15,77
2022,2022-05-20,Velebit,Phoenicurus ochruros,Crvenrepka,16,IPA,I.H.,21.9,72
2022,2022-05-20,Velebit,Picus viridis,Zelena žuna,14,IPA,D.T.,21.5,72
2022,2022-05-20,Velebit,Fringilla coelebs,Zeba,58,IPA,D.T.,22.4,56
2022,2022-05-22,Plitvice,Alcedo atthis,Vodomar,4,transekt,S.B.,,54
2022,2022-05-22,Plitvice,Phoenicurus ochruros,Crvenrepka,13,transekt,D.T.,18.6,63
2022,2022-05-22,Plitvice,Cyanistes caeruleus,Plavetna sjenica,32,transekt,A.P.,17.7,64
2022,2022-05-22,Plitvice,Parus major,Velika sjenica,59,točkasta_metoda,D.T.,15.5,75
2022,2022-05-22,Plitvice,Fringilla coelebs,Zeba,51,točkasta_metoda,D.T.,16.4,83
2022,2022-05-22,Plitvice,Tetrao urogallus,Tetrijeb,1,transekt,I.H.,19,61
2022,2022-05-22,Plitvice,Dendrocopos major,Veliki djetlić,14,transekt,S.B.,16.8,79
2022,2022-05-22,Plitvice,Turdus merula,Kos,40,transekt,I.H.,15.1,64
2022,2022-05-22,Plitvice,Erithacus rubecula,Crvendać,16,točkasta_metoda,D.T.,22,67
2022,2022-05-25,Velebit,Strix Uralskaensis,Uralska sova,5,točkasta_metoda,A.P.,22.4,79
2022,2022-05-25,Velebit,Corvus corax,Gavran,7,točkasta_metoda,I.H.,20.4,71
2022,2022-05-25,Velebit,Cyanistes caeruleus,Plavetna sjenica,39,IPA,S.B.,18.7,68
2022,2022-05-25,Velebit,Dendrocopos major,Veliki djetlić,19,IPA,S.B.,23.4,71
2022,2022-05-25,Velebit,Dryocopus martius,Crna žuna,4,transekt,D.T.,19.6,53
2022,2022-05-25,Velebit,Turdus merula,Kos,34,transekt,M.K.,21.1,73
2022,2022-05-25,Velebit,Accipiter gentilis,Jastreb kokošar,4,transekt,I.H.,14.7,74
2022,2022-05-25,Velebit,Fringilla coelebs,Zeba,46,transekt,D.T.,18.5,59
2022,2022-05-25,Velebit,Parus major,Velika sjenica,35,IPA,M.K.,21.2,67
